reset,address,consumption,gym,timestamp,multiStepPredictions.actual,multiStepPredictions.1,multiStepPredictions.5,multiStepBestPredictions.actual,multiStepBestPredictions.1,multiStepBestPredictions.5,multiStepBestPredictions:multiStep:errorMetric='aae':steps=1:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=5:window=1000:field=consumption,multiStepBestPredictions:multiStep:errorMetric='aae':steps=5:window=1000:field=consumption,prediction:trivial:errorMetric='aae':steps=1:window=1000:field=consumption
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.3,Balgowlah Platinum,2010-07-09 18:00:00,40.3,{43.49880699999999: 0.0561012782364953	 38.17980871499999: 0.07539690046507283	 39.85124999999999: 0.51572523185843844	 37.05322609999999: 0.020864826525770125	 39.93205416513: 0.04269291873783615	 38.71505800799999: 0.088650980124014234	 44.8: 0.019789073739299688	 39.45299999999999: 0.028788282699507648},{6.88: 0.018416078783917492	 38.17980871499999: 0.028563383647021417	 43.49880699999999: 0.015498040433468474	 4.892163071979642: 0.052439719134335185	 39.85124999999999: 0.68301674429911863	 39.93205416513: 0.044698207301968496	 44.8: 0.018381203802924351	 39.45299999999999: 0.032587841399835608},40.3,39.85125,39.85125,6.42149621303,15.2791208791,10.4305337954,5.78978494624
0,Shop 67 197-215 Condamine Street Balgowlah 2093,35.3,Balgowlah Platinum,2010-07-09 19:00:00,35.3,{43.49880699999999: 0.022610678930289931	 38.17980871499999: 0.038308102106227288	 13.799999999999997: 0.0052390061472188543	 38.65054060559999: 0.0074625686632172226	 40.4842: 0.86994202567830803	 37.05322609999999: 0.017195377023447336	 45.245: 0.0079713493290749591	 44.20269: 0.0080097057053604911},{43.49880699999999: 0.0082174867489876041	 37.37: 0.027640384974897989	 39.85124999999999: 0.050447351956416329	 40.4842: 0.78356563881464425	 38.17980871499999: 0.027209478081651781	 39.93205416513: 0.016770274208111641	 45.245: 0.024093763992631866	 38.60215919999999: 0.0081979999860753404},35.3,40.4842,40.4842,6.41487965574,15.2158469945,10.4018653047,5.78556149733
0,Shop 67 197-215 Condamine Street Balgowlah 2093,15.0,Balgowlah Platinum,2010-07-09 20:00:00,15.0,{43.49880699999999: 0.0086468901812633697	 38.17980871499999: 0.013670015980579294	 38.65054060559999: 0.0082776340816687628	 14.1: 0.87749078958257798	 37.05322609999999: 0.020110484024367169	 39.93205416513: 0.008531960269392895	 44.20269: 0.0088142121728376297	 39.98587499999999: 0.0070621837818150039},{43.49880699999999: 0.023316722759003414	 37.37: 0.084486575368675543	 4.892163071979642: 0.051161523537434507	 39.85124999999999: 0.11107517928776509	 14.1: 0.41774172318902975	 37.05322609999999: 0.026789448110558389	 39.93205416513: 0.046296640819030566	 38.17980871499999: 0.03571839877213024},15.0,14.1,14.1,6.38554518949,15.25,10.3502247324,5.86276595745
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.1,Balgowlah Platinum,2010-07-09 21:00:00,5.1,{44.05959999999999: 0.0013935164851274059	 20.599999999999998: 0.0013928198662225564	 22.869999999999997: 0.0027821615241447992	 11.57: 0.0013961668159848644	 4.892163071979642: 0.97639295916213853	 46.099999999999994: 0.0013968651088667545	 20.0: 0.0013960271993032679	 41.56576999999999: 0.0027770191896391767},{37.37: 0.019604011747297319	 31.2: 0.0139092083769896	 13.799999999999997: 0.014689380600414718	 4.892163071979642: 0.78045180958623694	 39.85124999999999: 0.021346963274914015	 33.4: 0.0129566091364845	 29.799999999999997: 0.023264175948294167	 38.17980871499999: 0.012497403144110231},5.1,4.89216307198,4.89216307198,6.35285890239,15.3491891892,10.2954010145,5.88412698413
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.3,Balgowlah Platinum,2010-07-09 22:00:00,5.3,{4.892163071979642: 0.94161114926158107	 17.8: 0.033388850738418907	 22.439999999999998: 0.025000000000000036},{9.5: 0.028417613904153892	 6.88: 0.018533739731811973	 37.37: 0.069536945143704926	 4.892163071979642: 0.53734228826866615	 39.85124999999999: 0.064935183711448519	 39.93205416513: 0.030744524817887597	 38.71505800799999: 0.031802581889382876	 22.07: 0.017496425085496651},5.3,4.89216307198,4.89216307198,6.32156931305,15.4451612903,10.2422420678,5.85421052632
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-09 23:00:00,4.8,{4.954514150385749: 0.01665278731539525	 17.8: 0.045937217012079236	 5.482757149999999: 0.93740999567252559},{6.88: 0.017586200781333366	 37.37: 0.0083773889395879989	 22.869999999999997: 0.0092600493250440345	 39.85124999999999: 0.0083765512006940407	 5.482757149999999: 0.87325896234705924	 22.07: 0.021618790995642154	 15.200000000000001: 0.0080097057053604738	 20.0: 0.008029756024612195},4.8,5.48275715,5.48275715,6.29204673628,15.5524064171,10.1911218276,5.82617801047
0,Shop 67 197-215 Condamine Street Balgowlah 2093,19.2,Balgowlah Platinum,2010-07-10 00:00:00,19.2,{37.05322609999999: 0.0023807359899876354	 22.869999999999997: 0.0030024294274446162	 5.482757149999999: 0.053512292331233439	 17.8: 0.032490788471622414	 5.058159905270023: 0.040323238874599376	 22.428695999999995: 0.017721976793263268	 4.726895660482711: 0.0079785551682990292	 22.439999999999998: 0.82486624575240042},{22.869999999999997: 0.0093622477976517543	 4.892163071979642: 0.0077162771622904828	 5.482757149999999: 0.0089983282103790856	 37.05322609999999: 0.0065754129859270684	 20.0: 0.0066595776359041157	 22.428695999999995: 0.0066276866682329107	 22.07: 0.0064214094473297907	 22.439999999999998: 0.87749078958257831},19.2,22.44,22.44,6.27615065953,15.5553191489,10.1541477753,5.87083333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,14.4,Balgowlah Platinum,2010-07-10 01:00:00,14.4,{6.0: 0.049999999999999982	 22.869999999999997: 0.011093885366482313	 43.629999999999995: 0.055040416165521022	 13.639999999999997: 0.028269946559935227	 9.9: 0.028318048749512739	 22.428695999999995: 0.13935296152606166	 41.56576999999999: 0.018221302633400528	 22.439999999999998: 0.55473205965615457},{45.245: 0.0013968651088667537	 44.05959999999999: 0.0013929591621387684	 22.869999999999997: 0.0027789938967217164	 4.892163071979642: 0.005550079285213289	 40.4842: 0.0013901758888496	 22.428695999999995: 0.004168450823941061	 41.56576999999999: 0.0041694250337007688	 22.439999999999998: 0.9750000000000002},14.4,22.44,22.44,6.28528977528,15.4761904762,10.1429618083,5.86528497409
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-10 02:00:00,4.7,{6.0: 0.47499999999999998	 5.482757149999999: 0.010721373171468939	 13.639999999999997: 0.010936725938259385	 9.9: 0.010955335116148109	 22.428695999999995: 0.26098941198244924	 41.56576999999999: 0.0089496817328372433	 22.439999999999998: 0.027478648816235206	 4.980711933689015: 0.14215359208632514},{4.726895660482711: 0.12936436691923819	 6.0: 0.87063563308076186},4.7,6.0,6.0,6.25959240531,15.3968421053,10.096419904,5.88505154639
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-10 03:00:00,4.7,{42.95569999999999: 0.003571170483865608	 5.482757149999999: 0.085721373171468856	 13.639999999999997: 0.037484999257151062	 17.8: 0.012515000742848937	 4.726895660482711: 0.82499999999999996	 23.4: 0.025000000000000001	 4.980711933689015: 0.010707456344665457},{4.726895660482711: 0.99169359064794094	 6.0: 0.0083064093520589903},4.7,4.72689566048,4.72689566048,6.2276298579,15.3193717277,10.0436998818,5.85487179487
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-10 04:00:00,4.8,{42.95569999999999: 0.010241706979663756	 5.482757149999999: 0.041320019168470466	 13.639999999999997: 0.037484999257151076	 17.8: 0.015018351251153467	 4.718826962337897: 0.7684427915207922	 4.980711933689015: 0.12749213182276908},{43.49880699999999: 0.0021946345884644239	 6.0: 0.0083064093520590007	 38.65054060559999: 0.0041875214068346003	 5.482757149999999: 0.0023815694261696929	 37.05322609999999: 0.0023797838384262784	 5.058159905270023: 0.005390564405087909	 4.726895660482711: 0.95127096006060829	 39.93205416513: 0.0031903715385962045},4.8,4.71882696234,4.72689566048,6.19627038433,15.2395833333,9.99176969668,5.82551020408
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-10 05:00:00,4.8,{4.7131788736365285: 0.049433078537130047	 42.95569999999999: 0.029465529831586585	 5.482757149999999: 0.068473439540590472	 13.639999999999997: 0.020693012433840918	 17.8: 0.021377269021858256	 23.4: 0.012396872183341913	 4.980711933689015: 0.79816079845165189},{43.49880699999999: 0.05601133112178415	 22.869999999999997: 0.012697084040728281	 22.428695999999995: 0.029545976933849527	 4.726895660482711: 0.067431187457537137	 23.4: 0.049999999999999878	 41.56576999999999: 0.019791785041359682	 44.20269: 0.013237990149793341	 4.980711933689015: 0.69496183734329287},4.8,4.98071193369,4.98071193369,6.16573455463,15.2352331606,9.9409352005,5.79593908629
0,Shop 67 197-215 Condamine Street Balgowlah 2093,25.4,Balgowlah Platinum,2010-07-10 06:00:00,25.4,{4.7131788736365285: 0.018895468642488061	 42.95569999999999: 0.020579308885723846	 5.482757149999999: 0.060641294955730271	 4.926498353582311: 0.1500892222870229	 13.639999999999997: 0.0061998953433434426	 17.8: 0.020467299972310858	 23.4: 0.7231275099133806},{22.869999999999997: 0.006593455188438728	 40.4842: 0.0065305289928925354	 13.639999999999997: 0.050000000000000003	 22.428695999999995: 0.019204248458795259	 4.726895660482711: 0.086122687880102661	 23.4: 0.47499999999999998	 41.56576999999999: 0.010499740682665414	 4.980711933689015: 0.30221824687605636},25.4,23.4,23.4,6.14469549122,15.2134020619,9.90000254483,5.87070707071
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.9,Balgowlah Platinum,2010-07-10 07:00:00,43.9,{44.05959999999999: 0.0017267250404539222	 39.11154197: 0.0017192375814043719	 38.65054060559999: 0.0025831741265528612	 39.93205416513: 0.001719583819361901	 14.189999999999998: 0.013469246489471441	 41.56576999999999: 0.0017223275719069938	 43.629999999999995: 0.96239874715177409	 4.888548847507617: 0.0017275013626237049},{44.05959999999999: 0.025000000000000001	 7.8: 0.0035758162568853081	 13.639999999999997: 0.025000000000000001	 17.8: 0.0035751011293920923	 22.428695999999995: 0.05357545867525957	 4.726895660482711: 0.012515000742848937	 43.629999999999995: 0.82499999999999996	 4.980711933689015: 0.037484999257151062},43.9,43.63,43.63,6.11517440835,15.3364102564,9.85061791639,5.93417085427
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.4,Balgowlah Platinum,2010-07-10 08:00:00,41.4,{43.49880699999999: 0.010263272927166828	 38.17980871499999: 0.025000000000000033	 39.11154197: 0.011943433038448026	 38.65054060559999: 0.011938656381790876	 47.35999999999999: 0.011935075143024099	 37.05322609999999: 0.023877312882980267	 37.089999999999996: 0.82749348216444318	 39.98587499999999: 0.050000000000000065},{42.95569999999999: 0.093667334791931123	 38.65054060559999: 0.010241706979663753	 47.35999999999999: 0.018579188253663309	 37.05322609999999: 0.010240682808965798	 4.718826962337897: 0.017521451424407163	 22.428695999999995: 0.02750259957825012	 37.089999999999996: 0.76844279152079198	 4.980711933689015: 0.037484999257151062},41.4,37.09,37.09,6.10614853631,15.4454081633,9.82234945764,5.917
0,Shop 67 197-215 Condamine Street Balgowlah 2093,48.7,Balgowlah Platinum,2010-07-10 09:00:00,48.7,{43.49880699999999: 0.069994153179418261	 38.17980871499999: 0.10000000000000002	 28.6: 0.05000000000000001	 47.35999999999999: 0.15622997523408511	 37.05322609999999: 0.10109483656025477	 39.93205416513: 0.056694409011708975	 50.8: 0.15463148110895805	 37.089999999999996: 0.052493482164443613},{4.7131788736365285: 0.041438522742003783	 43.49880699999999: 0.026691150884015642	 44.05959999999999: 0.025000000000000012	 38.65054060559999: 0.030267660398899388	 47.35999999999999: 0.10534858546587225	 37.05322609999999: 0.030264633632859392	 50.8: 0.61988194912046612	 4.980711933689015: 0.037484999257151083},48.7,47.36,50.8,6.08243635454,15.5898477157,9.7831497142,5.92388059701
0,Shop 67 197-215 Condamine Street Balgowlah 2093,49.8,Balgowlah Platinum,2010-07-10 10:00:00,49.8,{43.49880699999999: 0.26749515481144098	 44.05959999999999: 0.51224498737157009	 39.11154197: 0.019124921882172116	 47.35999999999999: 0.052470416146437035	 37.05322609999999: 0.033231147941382176	 39.93205416513: 0.014117198327682882	 50.8: 0.045322986662503395	 44.111883: 0.014118610188701749},{4.7131788736365285: 0.047375648545143069	 43.49880699999999: 0.091489916367488155	 44.05959999999999: 0.735730637730038	 38.65054060559999: 0.020579308885723836	 7.8: 0.020606080723813602	 4.926498353582311: 0.012484999257151025	 37.05322609999999: 0.028917804433687678	 22.428695999999995: 0.020604020115741289},49.8,44.0596,44.0596,6.08074310526,15.7383838384,9.76273178635,5.9
0,Shop 67 197-215 Condamine Street Balgowlah 2093,42.7,Balgowlah Platinum,2010-07-10 11:00:00,42.7,{43.49880699999999: 0.58177866453371307	 44.05959999999999: 0.03745499777145319	 48.699999999999996: 0.042438230407781712	 39.11154197: 0.037751011747991579	 38.65054060559999: 0.035659460845682431	 47.35999999999999: 0.041831468720796135	 37.05322609999999: 0.10256301910518398	 50.8: 0.029456993381947565},{43.49880699999999: 0.96326517973178771	 39.11154197: 0.0017188948856600526	 40.4842: 0.0017244806956938196	 37.05322609999999: 0.0017187241993934072	 22.428695999999995: 0.0025853036280764604	 41.56576999999999: 0.0017261215023782778	 44.20269: 0.0017427047122013722	 4.888548847507617: 0.016911273432752085},42.7,43.498807,43.498807,6.05472371558,15.7462311558,9.71768693817,5.90591133005
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.9,Balgowlah Platinum,2010-07-10 12:00:00,40.9,{40.037099999999995: 0.02802778560612279	 26.1: 0.025686498619453386	 39.11154197: 0.020251816020090799	 38.65054060559999: 0.054434146877003667	 37.05322609999999: 0.049647946429118912	 39.93205416513: 0.038742666036372976	 39.98587499999999: 0.67809008786826086	 48.699999999999996: 0.033107465700013008},{39.98587499999999: 0.82749348216444318	 28.6: 0.025000000000000033	 26.1: 0.011939850366827525	 39.11154197: 0.011938656381790876	 5.482757149999999: 0.023876093032135458	 37.05322609999999: 0.011935075143024099	 41.56576999999999: 0.050000000000000065	 44.20269: 0.011937462516152689},40.9,39.985875,39.985875,6.02952470226,15.6825,9.67366912848,5.88578431373
0,Shop 67 197-215 Condamine Street Balgowlah 2093,38.1,Balgowlah Platinum,2010-07-10 13:00:00,38.1,{38.17980871499999: 0.58160291608382586	 48.699999999999996: 0.068188987416508404	 26.1: 0.038335468135353955	 39.11154197: 0.021019905497408838	 38.65054060559999: 0.026013096358581005	 37.05322609999999: 0.1083397618997568	 39.93205416513: 0.046956277846860975	 44.111883: 0.023254431530291775},{38.17980871499999: 0.15463148110895789	 28.6: 0.099999999999999908	 39.11154197: 0.048164249974119604	 5.482757149999999: 0.17364492359102102	 37.05322609999999: 0.15742201599672176	 39.93205416513: 0.067491404017550341	 44.111883: 0.060308154853711236	 39.98587499999999: 0.052493482164443557},38.1,38.179808715,5.48275715,6.00050169745,15.6208955224,9.78781626143,5.87073170732
0,Shop 67 197-215 Condamine Street Balgowlah 2093,43.5,Balgowlah Platinum,2010-07-10 14:00:00,43.5,{40.29597: 0.010842596720396103	 26.1: 0.020699917291842958	 48.699999999999996: 0.0066225800451164985	 39.11154197: 0.006560334249475116	 38.65054060559999: 0.0057146351496266158	 37.05322609999999: 0.012273661687939861	 39.93205416513: 0.90564552548567168	 44.111883: 0.011562376383881336},{37.05322609999999: 0.053210546352350972	 26.1: 0.014856212939874033	 39.11154197: 0.01485472731858006	 5.482757149999999: 0.037220033671388202	 9.9: 0.014857698709744961	 39.93205416513: 0.77821586793914388	 44.111883: 0.019855639587693638	 38.17980871499999: 0.045602066863457844},43.5,39.9320541651,39.9320541651,5.98869317384,15.5693069307,9.75702482367,5.86844660194
0,Shop 67 197-215 Condamine Street Balgowlah 2093,40.4,Balgowlah Platinum,2010-07-10 15:00:00,40.4,{40.29597: 0.054553764566018445	 48.699999999999996: 0.033869658210139333	 26.1: 0.059876714687307021	 38.15586610049999: 0.040745240686510045	 37.05322609999999: 0.046979603328828293	 39.93205416513: 0.041573570005436593	 42.878989999999995: 0.436095837564688	 44.111883: 0.14719580819152961},{42.95569999999999: 0.51492881566328741	 38.17980871499999: 0.037559257604813018	 26.1: 0.039091929250515141	 39.11154197: 0.039088020057590177	 5.482757149999999: 0.076294313560732185	 37.05322609999999: 0.052428897768227699	 39.93205416513: 0.11181265029370314	 44.111883: 0.073281225419966095},40.4,42.87899,42.9557,5.97173808605,15.5389162562,9.72155031715,5.85507246377
0,Shop 67 197-215 Condamine Street Balgowlah 2093,41.4,Balgowlah Platinum,2010-07-10 16:00:00,41.4,{48.699999999999996: 0.044109572339109053	 39.11154197: 0.10908821022177698	 43.49916489999999: 0.038142828504048779	 38.15586610049999: 0.065095612371050729	 37.05322609999999: 0.07628634872629074	 39.93205416513: 0.036731968420219932	 41.56576999999999: 0.43558374712487863	 44.111883: 0.031761338693602162},{37.05322609999999: 0.022141310390472967	 26.1: 0.028400350474856756	 39.11154197: 0.058430410037264964	 5.482757149999999: 0.049907091513970277	 9.9: 0.037577433715218232	 41.56576999999999: 0.70773112417291084	 44.111883: 0.028395971108206974	 4.888548847507617: 0.031638504598147627},41.4,41.56577,41.56577,5.94382477794,15.4691176471,9.67470825677,5.83173076923
0,Shop 67 197-215 Condamine Street Balgowlah 2093,30.3,Balgowlah Platinum,2010-07-10 17:00:00,30.3,{40.29597: 0.026806752165598972	 48.699999999999996: 0.043627957404372981	 28.6: 0.59976999278083321	 39.11154197: 0.032835484298959702	 40.11011249999999: 0.028704273376383906	 26.1: 0.051204856582972635	 38.15586610049999: 0.026681522531298671	 37.05322609999999: 0.040891380441191116},{37.05322609999999: 0.019917134544764258	 28.6: 0.63616768023020653	 26.1: 0.092493349512892814	 39.11154197: 0.031175565319631653	 5.482757149999999: 0.063240348569635313	 9.9: 0.046607934380322756	 44.111883: 0.02617135036059498	 4.888548847507617: 0.045677115266794931},30.3,28.6,28.6,5.92351939623,15.4453658537,9.63580724089,5.85693779904
0,Shop 67 197-215 Condamine Street Balgowlah 2093,11.8,Balgowlah Platinum,2010-07-10 18:00:00,11.8,{11.57: 0.65807832720464776	 38.15586610049999: 0.0073167748846927521	 13.639999999999997: 0.013255659639795863	 9.9: 0.22310006443435765	 39.93205416513: 0.0078256315735937606	 22.428695999999995: 0.014566129476406399	 14.189999999999998: 0.013447931789235189	 40.627179: 0.0091963571349328779},{28.6: 0.0049897073983642872	 26.1: 0.012087336289144539	 39.11154197: 0.0070849300470588565	 11.57: 0.86327897770501971	 5.482757149999999: 0.019175918119363599	 9.9: 0.05045950733169622	 41.56576999999999: 0.0049896075224028537	 4.888548847507617: 0.027521719145682265},11.8,11.57,11.57,5.8964073991,15.4980582524,9.59014798244,5.91714285714
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.1,Balgowlah Platinum,2010-07-10 19:00:00,5.1,{4.7131788736365285: 0.017642607462587851	 42.878989999999995: 0.0052627027010138149	 4.888548847507617: 0.86117499026291044	 5.482757149999999: 0.11591969957348794},{40.29597: 0.02642477124598009	 26.1: 0.032321073688287724	 39.11154197: 0.039831644815311242	 38.15586610049999: 0.048613163258541738	 5.482757149999999: 0.19980869518211047	 9.9: 0.040442220653597927	 44.111883: 0.027313912408054971	 4.888548847507617: 0.48735987090684596},5.1,4.88854884751,4.88854884751,5.8694644785,15.6086956522,9.54484026828,5.92085308057
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.0,Balgowlah Platinum,2010-07-10 20:00:00,5.0,{4.7131788736365285: 0.030202592666345767	 5.482757149999999: 0.89393964188642483	 13.639999999999997: 0.0041236057050618065	 17.8: 0.0066327915674784096	 24.0: 0.0092066197190653377	 42.878989999999995: 0.00498492556405058	 4.888548847507617: 0.050909822891573225},{28.6: 0.033212742850998567	 26.1: 0.053146947191608507	 39.11154197: 0.034367568557491297	 38.15586610049999: 0.056484997359306233	 5.482757149999999: 0.59034241539053212	 9.9: 0.036237672216377616	 44.111883: 0.042702738168412489	 4.888548847507617: 0.045823545501480552},5.0,5.48275715,5.48275715,5.84405548167,15.7038461538,9.50127256098,5.89339622642
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.0,Balgowlah Platinum,2010-07-10 21:00:00,5.0,{4.7131788736365285: 0.023051413191806654	 4.951984193255331: 0.14496195647378493	 5.482757149999999: 0.78660206735160987	 13.639999999999997: 0.010304018958203716	 17.8: 0.019419335268292176	 24.0: 0.0097640006519646907	 42.878989999999995: 0.0058972081043380904},{26.1: 0.027018277488074591	 39.11154197: 0.027015575660325947	 40.11011249999999: 0.018825225273888489	 38.15586610049999: 0.05428325070975628	 5.482757149999999: 0.6766628580757813	 9.9: 0.030486646554871575	 44.111883: 0.022011776700255167	 4.888548847507617: 0.067265011263647492},5.0,5.48275715,5.48275715,5.81888506697,15.8028708134,9.45812176954,5.86572769953
0,Shop 67 197-215 Condamine Street Balgowlah 2093,5.2,Balgowlah Platinum,2010-07-10 22:00:00,5.2,{4.7131788736365285: 0.016127321662587037	 5.482757149999999: 0.85613826562083817	 13.639999999999997: 0.0097118393334555859	 17.8: 0.022288078394131085	 24.0: 0.0035851579554244516	 4.966388935278731: 0.092149337033563622},{4.7131788736365285: 0.015963777760830179	 11.57: 0.0060528502212943043	 38.15586610049999: 0.0081752948708717441	 5.482757149999999: 0.6622759321936813	 9.9: 0.0065311584633598171	 24.0: 0.005039653648470868	 40.627179: 0.0066245672165510666	 4.888548847507617: 0.26208864079342692},5.2,5.48275715,5.48275715,5.79301531035,15.8471428571,9.41442955707,5.83925233645
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-10 23:00:00,4.8,{4.7131788736365285: 0.010412411981829493	 19.200000000000003: 0.006295463498793126	 5.482757149999999: 0.036314842626710211	 13.639999999999997: 0.74545190619301638	 17.8: 0.093177538479776903	 24.0: 0.0059043706416227002	 42.878989999999995: 0.0050488324943958746	 4.9764722546951115: 0.097394634083855},{48.699999999999996: 0.0053374361786468838	 38.65054060559999: 0.005262702701013821	 17.8: 0.10538850109166507	 7.8: 0.0052695490059800924	 13.639999999999997: 0.83728561613157659	 37.05322609999999: 0.0052621764307437171	 22.428695999999995: 0.0052690220510794861	 24.0: 0.01511836648206131},4.8,13.64,13.64,5.80718733216,15.8052132701,9.4117071421,5.81395348837
0,Shop 67 197-215 Condamine Street Balgowlah 2093,9.4,Balgowlah Platinum,2010-07-11 00:00:00,9.4,{4.7131788736365285: 0.089351861282177772	 19.200000000000003: 0.085180122229155414	 5.482757149999999: 0.13641679357946135	 13.639999999999997: 0.044341148387566247	 22.428695999999995: 0.15911634759634913	 24.0: 0.043804188394122506	 22.439999999999998: 0.070248325181681712	 5.043530578286577: 0.28205461830045492},{4.7131788736365285: 0.0091318184669744035	 48.699999999999996: 0.0067106750686471471	 7.8: 0.021672517463540073	 17.8: 0.0049904122736480969	 22.428695999999995: 0.88396480254128251	 46.72: 0.0067175694594250601	 44.111883: 0.027678604109917227	 40.627179: 0.012561241327890561},9.4,5.04353057829,22.428696,5.80047104554,15.7509433962,9.4287684103,5.80833333333
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.7,Balgowlah Platinum,2010-07-11 01:00:00,4.7,{4.7131788736365285: 0.03638431157421651	 4.9704714048006045: 0.26934371747365676	 17.8: 0.036111988779114999	 5.482757149999999: 0.1736690557427725	 9.9: 0.039592591822793274	 22.428695999999995: 0.13185253576083095	 14.189999999999998: 0.034838413072068829	 42.878989999999995: 0.046438413847664388},{4.7131788736365285: 0.034703627214231862	 48.699999999999996: 0.010459752107854794	 4.951984193255331: 0.010304018958203726	 7.8: 0.093493100446216421	 13.639999999999997: 0.72482282004860688	 22.428695999999995: 0.055882628919475624	 44.111883: 0.023051413191806674	 40.627179: 0.010458706132644026},4.7,4.9704714048,13.64,5.77498717622,15.6784037559,9.42647372293,5.80322580645
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.8,Balgowlah Platinum,2010-07-11 02:00:00,4.8,{4.7131788736365285: 0.035593233777000334	 4.9704714048006045: 0.43975811487579169	 5.482757149999999: 0.14797756520062377	 17.8: 0.053397040446938521	 22.428695999999995: 0.098949896670890658	 24.0: 0.027423108851458471	 42.878989999999995: 0.043613726283650685	 9.469999999999999: 0.035951052666624912},{4.7131788736365285: 0.060456773301505326	 48.699999999999996: 0.010459752107854787	 7.8: 0.01250655719424632	 13.639999999999997: 0.012476575949778008	 22.428695999999995: 0.0082493760598360121	 44.111883: 0.018832553445574895	 40.627179: 0.018834436889263798	 4.966388935278731: 0.84778901821535468},4.8,4.9704714048,4.96638893528,5.74927838828,15.6060747664,9.38320229869,5.77706422018
0,Shop 67 197-215 Condamine Street Balgowlah 2093,21.7,Balgowlah Platinum,2010-07-11 03:00:00,21.7,{37.05322609999999: 0.0070257197041871701	 4.9704714048006045: 0.79486834684813368	 39.11154197: 0.003514265329817595	 4.70922521154557: 0.045337831031926228	 5.482757149999999: 0.056376291490402027	 17.8: 0.015632004189235747	 22.428695999999995: 0.018905417421980996	 42.878989999999995: 0.038415493420385305},{4.7131788736365285: 0.13683129424077511	 48.699999999999996: 0.010459752107854789	 7.8: 0.016310977188483313	 13.639999999999997: 0.0062382879748889945	 22.428695999999995: 0.015046500089837061	 44.111883: 0.010457660262030764	 40.627179: 0.010458706132644021	 4.9764722546951115: 0.75402447874275291},21.7,4.9704714048,4.9764722547,5.79941651708,15.6102325581,9.41734334728,5.82785388128
0,Shop 67 197-215 Condamine Street Balgowlah 2093,12.7,Balgowlah Platinum,2010-07-11 04:00:00,12.7,{9.9: 0.088954676563060275	 4.70922521154557: 0.089008481491982733	 5.482757149999999: 0.050861926271083317	 13.639999999999997: 0.10434846783783798	 37.05322609999999: 0.027377565660378137	 22.428695999999995: 0.12394164806264737	 42.878989999999995: 0.039685287900562444	 4.919329983360423: 0.26610279945992277},{4.7131788736365285: 0.21752853156727842	 48.699999999999996: 0.029979554376529948	 7.8: 0.02994194914944609	 13.639999999999997: 0.10612953430226452	 22.428695999999995: 0.056827550576696105	 24.0: 0.027692118843643917	 44.111883: 0.066560282024717352	 5.043530578286577: 0.29769548802801105},12.7,4.91932998336,5.04353057829,5.80842221481,15.574537037,9.40919115318,5.84227272727
0,Shop 67 197-215 Condamine Street Balgowlah 2093,4.9,Balgowlah Platinum,2010-07-11 05:00:00,4.9,{4.70922521154557: 0.097563749827772106	 5.482757149999999: 0.12578022763875732	 17.8: 0.015909116090407731	 22.428695999999995: 0.13102565458367935	 21.959: 0.024701437447570137	 42.878989999999995: 0.050480300946228893	 4.919329983360423: 0.40820927600496765	 9.469999999999999: 0.01988258686349352},{4.7131788736365285: 0.19148396860618647	 37.05322609999999: 0.05882377619454511	 4.9704714048006045: 0.21501455837367503	 38.65054060559999: 0.044221310239875695	 43.49916489999999: 0.0420767040442553	 7.8: 0.037833010376713418	 17.8: 0.094305600565008738	 22.428695999999995: 0.054137050555898784},4.9,4.91932998336,4.9704714048,5.78222722733,15.5235023041,9.3661555783,5.85113122172
